bkr,cellID,rotation,permutations
142,419046,6130,4
142,419046,6110,3
142,419046,6120,3
147,324209,3120,4
147,324209,3130,2
147,324209,3110,3
141,462067,8110,3
141,462067,8130,3
141,462067,8120,4
141,432050,8110,3
141,432050,8130,3
141,432050,8120,4
142,381113,6130,4
142,381113,6110,3
142,381113,6120,3
142,328099,6130,4
142,328099,6110,3
142,328099,6120,3
134,404184,7130,4
134,404184,7110,3
134,404184,7120,3
142,475101,6130,4
142,475101,6110,3
142,475101,6120,3
148,357073,2110,3
148,357073,2120,3
148,357073,2130,2
134,417172,7130,4
134,417172,7110,3
134,417172,7120,3
146,299192,1120,4
146,299192,1110,3
146,299192,1130,2
141,474038,8110,3
141,474038,8130,3
141,474038,8120,4
142,437082,6130,4
142,437082,6110,3
142,437082,6120,3
148,370087,2110,3
148,370087,2120,3
148,370087,2130,2
142,423035,6130,4
142,423035,6110,3
142,423035,6120,3
147,306192,3120,4
147,306192,3130,2
147,306192,3110,3
142,450078,6130,4
142,450078,6110,3
142,450078,6120,3
142,369102,6130,4
142,369102,6110,3
142,369102,6120,3
142,332110,6130,4
142,332110,6110,3
142,332110,6120,3
143,392171,5120,3
143,392171,5110,3
143,392171,5130,3
147,330202,3120,4
147,330202,3130,2
147,330202,3110,3
148,341136,2110,3
148,341136,2120,3
148,341136,2130,2
143,373205,5120,3
143,373205,5110,3
143,373205,5130,3
141,449063,8110,3
141,449063,8130,3
141,449063,8120,4
148,345126,2110,3
148,345126,2120,3
148,345126,2130,2
148,331063,2110,3
148,331063,2120,3
148,331063,2130,2
147,303189,3120,4
147,303189,3130,2
147,303189,3110,3
142,478077,6130,4
142,478077,6110,3
142,478077,6120,3
142,425071,6130,4
142,425071,6110,3
142,425071,6120,3
134,429134,7130,4
134,429134,7110,3
134,429134,7120,3
148,374098,2110,3
148,374098,2120,3
148,374098,2130,2
142,377173,6130,4
142,377173,6110,3
142,377173,6120,3
143,383240,5120,3
143,383240,5110,3
143,383240,5130,3
143,355233,5120,3
143,355233,5110,3
143,355233,5130,3
142,468082,6130,4
142,468082,6110,3
142,468082,6120,3
142,373147,6130,4
142,373147,6110,3
142,373147,6120,3
141,491083,8110,3
141,491083,8130,3
141,491083,8120,4
143,454101,5120,3
143,454101,5110,3
143,454101,5130,3
148,320089,2110,3
148,320089,2120,3
148,320089,2130,2
141,481074,8110,3
141,481074,8130,3
141,481074,8120,4
143,368239,5120,3
143,368239,5110,3
143,368239,5130,3
142,377137,6130,4
142,377137,6110,3
142,377137,6120,3
141,453036,8110,3
141,453036,8130,3
141,453036,8120,4
129,515057,9120,3
129,515057,9110,3
129,515057,9130,3
148,349115,2110,3
148,349115,2120,3
148,349115,2130,2
191,339194,4120,4
191,339194,4110,4
143,358227,5120,3
143,358227,5110,3
143,358227,5130,3
141,466064,8110,3
141,466064,8130,3
141,466064,8120,4
148,362113,2110,3
148,362113,2120,3
148,362113,2130,2
142,385046,6130,4
142,385046,6110,3
142,385046,6120,3
143,371197,5120,3
143,371197,5110,3
143,371197,5130,3
147,304186,3120,4
147,304186,3130,2
147,304186,3110,3
141,442024,8110,3
141,442024,8130,3
141,442024,8120,4
134,405148,7130,4
134,405148,7110,3
134,405148,7120,3
141,428027,8110,3
141,428027,8130,3
141,428027,8120,4
148,361072,2110,3
148,361072,2120,3
148,361072,2130,2
142,384145,6130,4
142,384145,6110,3
142,384145,6120,3
148,339140,2110,3
148,339140,2120,3
148,339140,2130,2
134,432173,7130,4
134,432173,7110,3
134,432173,7120,3
142,381134,6130,4
142,381134,6110,3
142,381134,6120,3
142,337096,6130,4
142,337096,6110,3
142,337096,6120,3
143,390234,5120,3
143,390234,5110,3
143,390234,5130,3
134,413139,7130,4
134,413139,7110,3
134,413139,7120,3
143,346222,5120,3
143,346222,5110,3
143,346222,5130,3
129,498053,9120,3
129,498053,9110,3
129,498053,9130,3
143,360216,5120,3
143,360216,5110,3
143,360216,5130,3
142,380049,6130,4
142,380049,6110,3
142,380049,6120,3
142,417057,6130,4
142,417057,6110,3
142,417057,6120,3
148,313120,2110,3
148,313120,2120,3
148,313120,2130,2
142,389051,6130,4
142,389051,6110,3
142,389051,6120,3
143,375206,5120,3
143,375206,5110,3
143,375206,5130,3
191,308133,4120,4
191,308133,4110,4
141,466028,8110,3
141,466028,8130,3
141,466028,8120,4
142,356137,6130,4
142,356137,6110,3
142,356137,6120,3
142,393129,6130,4
142,393129,6110,3
142,393129,6120,3
142,379120,6130,4
142,379120,6110,3
142,379120,6120,3
142,342108,6130,4
142,342108,6110,3
142,342108,6120,3
148,365069,2110,3
148,365069,2120,3
148,365069,2130,2
142,388140,6130,4
142,388140,6110,3
142,388140,6120,3
141,459017,8110,3
141,459017,8130,3
141,459017,8120,4
148,355064,2110,3
148,355064,2120,3
148,355064,2130,2
142,378163,6130,4
142,378163,6110,3
142,378163,6120,3
148,350197,2110,3
148,350197,2120,3
148,350197,2130,2
147,305189,3120,4
147,305189,3130,2
147,305189,3110,3
147,322190,3120,4
147,322190,3130,2
147,322190,3110,3
142,421038,6130,4
142,421038,6110,3
142,421038,6120,3
148,317117,2110,3
148,317117,2120,3
148,317117,2130,2
143,340202,5120,3
143,340202,5110,3
143,340202,5130,3
191,363219,4120,4
191,363219,4110,4
134,397142,7130,4
134,397142,7110,3
134,397142,7120,3
142,383101,6130,4
142,383101,6110,3
142,383101,6120,3
142,330115,6130,4
142,330115,6110,3
142,330115,6120,3
148,353178,2110,3
148,353178,2120,3
148,353178,2130,2
134,421198,7130,4
134,421198,7110,3
134,421198,7120,3
143,352240,5120,3
143,352240,5110,3
143,352240,5130,3
147,325188,3120,4
147,325188,3130,2
147,325188,3110,3
141,463034,8110,3
141,463034,8130,3
141,463034,8120,4
143,410090,5120,3
143,410090,5110,3
143,410090,5130,3
148,359077,2110,3
148,359077,2120,3
148,359077,2130,2
142,382182,6130,4
142,382182,6110,3
142,382182,6120,3
146,301201,1120,4
146,301201,1110,3
146,301201,1130,2
143,338200,5120,3
143,338200,5110,3
143,338200,5130,3
142,439074,6130,4
142,439074,6110,3
142,439074,6120,3
142,372031,6130,4
142,372031,6110,3
142,372031,6120,3
142,358030,6130,4
142,358030,6110,3
142,358030,6120,3
143,328221,5120,3
143,328221,5110,3
143,328221,5130,3
143,376201,5120,3
143,376201,5110,3
143,376201,5130,3
141,438049,8110,3
141,438049,8130,3
141,438049,8120,4
134,385187,7130,4
134,385187,7110,3
134,385187,7120,3
148,371078,2110,3
148,371078,2120,3
148,371078,2130,2
148,334070,2110,3
148,334070,2120,3
148,334070,2130,2
142,357175,6130,4
142,357175,6110,3
142,357175,6120,3
129,495049,9120,3
129,495049,9110,3
129,495049,9130,3
143,414073,5120,3
143,414073,5110,3
143,414073,5130,3
142,347102,6130,4
142,347102,6110,3
142,347102,6120,3
191,334179,4120,4
191,334179,4110,4
148,370189,2110,3
148,370189,2120,3
148,370189,2130,2
134,451174,7130,4
134,451174,7110,3
134,451174,7120,3
143,441094,5120,3
143,441094,5110,3
143,441094,5130,3
143,314209,5120,3
143,314209,5110,3
143,314209,5130,3
142,464073,6130,4
142,464073,6110,3
142,464073,6120,3
143,332208,5120,3
143,332208,5110,3
143,332208,5130,3
141,470066,8110,3
141,470066,8130,3
141,470066,8120,4
141,440017,8110,3
141,440017,8130,3
141,440017,8120,4
142,426044,6130,4
142,426044,6110,3
142,426044,6120,3
134,389184,7130,4
134,389184,7110,3
134,389184,7120,3
148,375067,2110,3
148,375067,2120,3
148,375067,2130,2
148,322077,2110,3
148,322077,2120,3
148,322077,2130,2
143,361218,5120,3
143,361218,5110,3
143,361218,5130,3
129,483034,9120,3
129,483034,9110,3
129,483034,9130,3
143,469123,5120,3
143,469123,5110,3
143,469123,5130,3
141,455056,8110,3
141,455056,8130,3
141,455056,8120,4
143,372207,5120,3
143,372207,5110,3
143,372207,5130,3
147,307193,3120,4
147,307193,3130,2
147,307193,3110,3
142,378054,6130,4
142,378054,6110,3
142,378054,6120,3
142,431032,6130,4
142,431032,6110,3
142,431032,6120,3
191,327147,4120,4
191,327147,4110,4
134,387198,7130,4
134,387198,7110,3
134,387198,7120,3
146,295219,1120,4
146,295219,1110,3
146,295219,1130,2
142,381162,6130,4
142,381162,6110,3
142,381162,6120,3
141,444028,8110,3
141,444028,8130,3
141,444028,8120,4
142,377103,6130,4
142,377103,6110,3
142,377103,6120,3
142,340093,6130,4
142,340093,6110,3
142,340093,6120,3
148,363084,2110,3
148,363084,2120,3
148,363084,2130,2
148,326088,2110,3
148,326088,2120,3
148,326088,2130,2
142,349153,6130,4
142,349153,6110,3
142,349153,6120,3
141,487047,8110,3
141,487047,8130,3
141,487047,8120,4
148,353079,2110,3
148,353079,2120,3
148,353079,2130,2
142,406051,6130,4
142,406051,6110,3
142,406051,6120,3
142,362151,6130,4
142,362151,6110,3
142,362151,6120,3
143,343207,5120,3
143,343207,5110,3
143,343207,5130,3
129,500057,9120,3
129,500057,9110,3
129,500057,9130,3
142,433064,6130,4
142,433064,6110,3
142,433064,6120,3
142,419053,6130,4
142,419053,6110,3
142,419053,6120,3
148,352112,2110,3
148,352112,2120,3
148,352112,2130,2
148,315100,2110,3
148,315100,2120,3
148,315100,2130,2
134,391203,7130,4
134,391203,7110,3
134,391203,7120,3
143,367197,5120,3
143,367197,5110,3
143,367197,5130,3
141,432023,8110,3
141,432023,8130,3
141,432023,8120,4
142,381108,6130,4
142,381108,6110,3
142,381108,6120,3
148,328072,2110,3
148,328072,2120,3
148,328072,2130,2
148,337142,2110,3
148,337142,2120,3
148,337142,2130,2
146,286193,1120,4
146,286193,1110,3
146,286193,1130,2
148,357084,2110,3
148,357084,2120,3
148,357084,2130,2
142,394046,6130,4
142,394046,6110,3
142,394046,6120,3
143,366226,5120,3
143,366226,5110,3
143,366226,5130,3
134,403212,7130,4
134,403212,7110,3
134,403212,7120,3
141,474067,8110,3
141,474067,8130,3
141,474067,8120,4
142,370048,6130,4
142,370048,6110,3
142,370048,6120,3
148,356099,2110,3
148,356099,2120,3
148,356099,2130,2
148,319121,2110,3
148,319121,2120,3
148,319121,2130,2
191,312137,4120,4
191,312137,4110,4
134,427200,7130,4
134,427200,7110,3
134,427200,7120,3
141,436042,8110,3
141,436042,8130,3
141,436042,8120,4
142,369121,6130,4
142,369121,6110,3
142,369121,6120,3
148,332075,2110,3
148,332075,2120,3
148,332075,2130,2
134,392176,7130,4
134,392176,7110,3
134,392176,7120,3
142,345097,6130,4
142,345097,6110,3
142,345097,6120,3
134,421156,7130,4
134,421156,7110,3
134,421156,7120,3
134,425106,7130,4
134,425106,7110,3
134,425106,7120,3
148,344086,2110,3
148,344086,2120,3
148,344086,2130,2
142,380167,6130,4
142,380167,6110,3
142,380167,6120,3
191,316132,4120,4
191,316132,4110,4
141,468063,8110,3
141,468063,8130,3
141,468063,8120,4
142,360129,6130,4
142,360129,6110,3
142,360129,6120,3
148,373070,2110,3
148,373070,2120,3
148,373070,2130,2
148,320126,2110,3
148,320126,2120,3
148,320126,2130,2
143,396131,5120,3
143,396131,5110,3
143,396131,5130,3
134,392210,7130,4
134,392210,7110,3
134,392210,7120,3
143,329224,5120,3
143,329224,5110,3
143,329224,5130,3
143,356227,5120,3
143,356227,5110,3
143,356227,5130,3
141,481045,8110,3
141,481045,8130,3
141,481045,8120,4
134,430102,7130,4
134,430102,7110,3
134,430102,7120,3
147,309200,3120,4
147,309200,3130,2
147,309200,3110,3
142,349110,6130,4
142,349110,6110,3
142,349110,6120,3
142,386024,6130,4
142,386024,6110,3
142,386024,6120,3
148,358196,2110,3
148,358196,2120,3
148,358196,2130,2
134,457149,7130,4
134,457149,7110,3
134,457149,7120,3
142,443070,6130,4
142,443070,6110,3
142,443070,6120,3
142,362026,6130,4
142,362026,6110,3
142,362026,6120,3
143,371232,5120,3
143,371232,5110,3
143,371232,5130,3
142,352139,6130,4
142,352139,6110,3
142,352139,6120,3
148,361083,2110,3
148,361083,2120,3
148,361083,2130,2
148,324097,2110,3
148,324097,2120,3
148,324097,2130,2
142,384182,6130,4
142,384182,6110,3
142,384182,6120,3
141,485050,8110,3
141,485050,8130,3
141,485050,8120,4
134,432130,7130,4
134,432130,7110,3
134,432130,7120,3
142,471099,6130,4
142,471099,6110,3
142,471099,6120,3
148,367050,2110,3
148,367050,2120,3
148,367050,2130,2
142,404040,6130,4
142,404040,6110,3
142,404040,6120,3
148,337123,2110,3
148,337123,2120,3
148,337123,2130,2
142,376103,6130,4
142,376103,6110,3
142,376103,6120,3
142,484077,6130,4
142,484077,6110,3
142,484077,6120,3
142,380046,6130,4
142,380046,6110,3
142,380046,6120,3
148,366105,2110,3
148,366105,2120,3
148,366105,2130,2
148,313099,2110,3
148,313099,2120,3
148,313099,2130,2
148,336076,2110,3
148,336076,2120,3
148,336076,2130,2
143,375229,5120,3
143,375229,5110,3
143,375229,5130,3
141,446016,8110,3
141,446016,8130,3
141,446016,8120,4
142,393100,6130,4
142,393100,6110,3
142,393100,6120,3
142,379095,6130,4
142,379095,6110,3
142,379095,6120,3
143,342222,5120,3
143,342222,5110,3
143,342222,5130,3
148,365096,2110,3
148,365096,2120,3
148,365096,2130,2
143,388169,5120,3
143,388169,5110,3
143,388169,5130,3
134,422120,7130,4
134,422120,7110,3
134,422120,7120,3
134,445185,7130,4
134,445185,7110,3
134,445185,7120,3
142,378140,6130,4
142,378140,6110,3
142,378140,6120,3
148,341120,2110,3
148,341120,2120,3
148,341120,2130,2
143,350238,5120,3
143,350238,5110,3
143,350238,5130,3
129,502037,9120,3
129,502037,9110,3
129,502037,9130,3
134,449175,7130,4
134,449175,7110,3
134,449175,7120,3
143,472120,5120,3
143,472120,5110,3
143,472120,5130,3
148,368057,2110,3
148,368057,2120,3
148,368057,2130,2
148,354100,2110,3
148,354100,2120,3
148,354100,2130,2
148,369183,2110,3
148,369183,2120,3
148,369183,2130,2
146,296181,1120,4
146,296181,1110,3
146,296181,1130,2
141,448016,8110,3
141,448016,8130,3
141,448016,8120,4
141,434031,8110,3
141,434031,8130,3
141,434031,8120,4
143,397105,5120,3
143,397105,5110,3
143,397105,5130,3
142,383064,6130,4
142,383064,6110,3
142,383064,6120,3
142,330092,6130,4
142,330092,6110,3
142,330092,6120,3
142,353149,6130,4
142,353149,6110,3
142,353149,6120,3
147,325199,3120,4
147,325199,3130,2
147,325199,3110,3
134,424168,7130,4
134,424168,7110,3
134,424168,7120,3
142,463073,6130,4
142,463073,6110,3
142,463073,6120,3
142,359040,6130,4
142,359040,6110,3
142,359040,6120,3
142,396054,6130,4
142,396054,6110,3
142,396054,6120,3
142,382155,6130,4
142,382155,6110,3
142,382155,6120,3
142,329109,6130,4
142,329109,6110,3
142,329109,6120,3
147,315206,3120,4
147,315206,3130,2
147,315206,3110,3
143,338229,5120,3
143,338229,5110,3
143,338229,5130,3
129,490056,9120,3
129,490056,9110,3
129,490056,9130,3
142,409054,6130,4
142,409054,6110,3
142,409054,6120,3
148,358115,2110,3
148,358115,2120,3
148,358115,2130,2
147,300184,3120,4
147,300184,3130,2
147,300184,3110,3
142,376174,6130,4
142,376174,6110,3
142,376174,6120,3
142,355174,6130,4
142,355174,6110,3
142,355174,6120,3
141,438042,8110,3
141,438042,8130,3
141,438042,8120,4
142,371117,6130,4
142,371117,6110,3
142,371117,6120,3
142,334107,6130,4
142,334107,6110,3
142,334107,6120,3
142,357138,6130,4
142,357138,6110,3
142,357138,6120,3
147,326205,3120,4
147,326205,3130,2
147,326205,3110,3
141,465025,8110,3
141,465025,8130,3
141,465025,8120,4
134,428171,7130,4
134,428171,7110,3
134,428171,7120,3
143,414082,5120,3
143,414082,5110,3
143,414082,5130,3
134,437147,7130,4
134,437147,7110,3
134,437147,7120,3
191,310131,4120,4
191,310131,4110,4
142,370150,6130,4
142,370150,6110,3
142,370150,6120,3
142,333098,6130,4
142,333098,6110,3
142,333098,6120,3
147,319211,3120,4
147,319211,3130,2
147,319211,3110,3
191,327172,4120,4
191,327172,4110,4
142,441065,6130,4
142,441065,6110,3
142,441065,6120,3
143,464110,5120,3
143,464110,5110,3
143,464110,5130,3
148,360047,2110,3
148,360047,2120,3
148,360047,2130,2
142,413059,6130,4
142,413059,6110,3
142,413059,6120,3
148,309122,2110,3
148,309122,2120,3
148,309122,2130,2
191,332173,4120,4
191,332173,4110,4
141,470039,8110,3
141,470039,8130,3
141,470039,8120,4
143,426073,5120,3
143,426073,5110,3
143,426073,5130,3
142,375126,6130,4
142,375126,6110,3
142,375126,6120,3
148,322102,2110,3
148,322102,2120,3
148,322102,2130,2
191,345191,4120,4
191,345191,4110,4
146,294192,1120,4
146,294192,1110,3
146,294192,1130,2
143,416094,5120,3
143,416094,5110,3
143,416094,5130,3
142,402097,6130,4
142,402097,6110,3
142,402097,6120,3
142,388028,6130,4
142,388028,6110,3
142,388028,6120,3
148,321087,2110,3
148,321087,2120,3
148,321087,2130,2
141,482066,8110,3
141,482066,8130,3
141,482066,8120,4
142,378019,6130,4
142,378019,6110,3
142,378019,6120,3
142,401040,6130,4
142,401040,6110,3
142,401040,6120,3
142,350085,6130,4
142,350085,6110,3
142,350085,6120,3
143,387237,5120,3
143,387237,5110,3
143,387237,5130,3
148,368178,2110,3
148,368178,2120,3
148,368178,2130,2
141,458058,8110,3
141,458058,8130,3
141,458058,8120,4
143,407103,5120,3
143,407103,5110,3
143,407103,5130,3
148,377074,2110,3
148,377074,2120,3
148,377074,2130,2
142,364140,6130,4
142,364140,6110,3
142,364140,6120,3
148,363107,2110,3
148,363107,2120,3
148,363107,2130,2
142,326125,6130,4
142,326125,6110,3
142,326125,6120,3
148,349180,2110,3
148,349180,2120,3
148,349180,2130,2
191,344214,4120,4
191,344214,4110,4
146,297221,1120,4
146,297221,1110,3
146,297221,1130,2
148,362176,2110,3
148,362176,2120,3
148,362176,2130,2
148,325076,2110,3
148,325076,2120,3
148,325076,2130,2
129,500038,9120,3
129,500038,9110,3
129,500038,9130,3
142,486081,6130,4
142,486081,6110,3
142,486081,6120,3
142,419024,6130,4
142,419024,6110,3
142,419024,6120,3
148,352085,2110,3
148,352085,2120,3
148,352085,2130,2
148,315091,2110,3
148,315091,2120,3
148,315091,2130,2
142,338088,6130,4
142,338088,6110,3
142,338088,6120,3
143,391230,5120,3
143,391230,5110,3
143,391230,5130,3
143,364198,5120,3
143,364198,5110,3
143,364198,5130,3
142,372143,6130,4
142,372143,6110,3
142,372143,6120,3
142,381071,6130,4
142,381071,6110,3
142,381071,6120,3
134,404130,7130,4
134,404130,7110,3
134,404130,7120,3
148,337161,2110,3
148,337161,2120,3
148,337161,2130,2
141,475063,8110,3
141,475063,8130,3
141,475063,8120,4
134,408116,7130,4
134,408116,7110,3
134,408116,7120,3
148,357063,2110,3
148,357063,2120,3
148,357063,2130,2
148,343124,2110,3
148,343124,2120,3
148,343124,2130,2
147,326181,3120,4
147,326181,3130,2
147,326181,3110,3
129,488049,9120,3
129,488049,9110,3
129,488049,9130,3
142,423021,6130,4
142,423021,6110,3
142,423021,6120,3
148,356072,2110,3
148,356072,2120,3
148,356072,2130,2
146,306203,1120,4
146,306203,1110,3
146,306203,1130,2
142,360154,6130,4
142,360154,6110,3
142,360154,6120,3
142,436087,6130,4
142,436087,6110,3
142,436087,6120,3
143,392149,5120,3
143,392149,5110,3
143,392149,5130,3
147,330197,3120,4
147,330197,3130,2
147,330197,3110,3
143,341222,5120,3
143,341222,5110,3
143,341222,5130,3
143,373198,5120,3
143,373198,5110,3
143,373198,5130,3
134,440129,7130,4
134,440129,7110,3
134,440129,7120,3
134,389200,7130,4
134,389200,7110,3
134,389200,7120,3
142,331105,6130,4
142,331105,6110,3
142,331105,6120,3
147,303135,3120,4
147,303135,3130,2
147,303135,3110,3
129,492060,9120,3
129,492060,9110,3
129,492060,9130,3
134,402212,7130,4
134,402212,7110,3
134,402212,7120,3
142,351139,6130,4
142,351139,6110,3
142,351139,6120,3
142,374056,6130,4
142,374056,6110,3
142,374056,6120,3
142,411046,6130,4
142,411046,6110,3
142,411046,6120,3
142,377166,6130,4
142,377166,6110,3
142,377166,6120,3
148,307113,2110,3
148,307113,2120,3
148,307113,2130,2
141,468036,8110,3
141,468036,8130,3
141,468036,8120,4
142,373140,6130,4
142,373140,6110,3
142,373140,6120,3
141,454019,8110,3
141,454019,8130,3
141,454019,8120,4
142,387086,6130,4
142,387086,6110,3
142,387086,6120,3
147,329203,3120,4
147,329203,3130,2
147,329203,3110,3
142,467085,6130,4
142,467085,6110,3
142,467085,6120,3
142,386053,6130,4
142,386053,6110,3
142,386053,6120,3
191,384226,4120,4
191,384226,4110,4
148,335074,2110,3
148,335074,2120,3
148,335074,2130,2
143,358217,5120,3
143,358217,5110,3
143,358217,5130,3
141,443061,8110,3
141,443061,8130,3
141,443061,8120,4
142,362039,6130,4
142,362039,6110,3
142,362039,6120,3
148,348118,2110,3
148,348118,2120,3
148,348118,2130,2
141,456015,8110,3
141,456015,8130,3
141,456015,8120,4
143,405090,5120,3
143,405090,5110,3
143,405090,5130,3
142,359163,6130,4
142,359163,6110,3
142,359163,6120,3
142,428077,6130,4
142,428077,6110,3
142,428077,6120,3
148,361118,2110,3
148,361118,2120,3
148,361118,2130,2
191,381221,4120,4
191,381221,4110,4
142,384171,6130,4
142,384171,6110,3
142,384171,6120,3
147,333200,3120,4
147,333200,3130,2
147,333200,3110,3
143,418070,5120,3
143,418070,5110,3
143,418070,5130,3
142,367025,6130,4
142,367025,6110,3
142,367025,6120,3
142,390032,6130,4
142,390032,6110,3
142,390032,6120,3
191,335175,4120,4
191,335175,4110,4
148,323095,2110,3
148,323095,2120,3
148,323095,2130,2
141,447038,8110,3
141,447038,8130,3
141,447038,8120,4
134,417119,7130,4
134,417119,7110,3
134,417119,7120,3
148,366082,2110,3
148,366082,2120,3
148,366082,2130,2
134,403196,7130,4
134,403196,7110,3
134,403196,7120,3
142,336097,6130,4
142,336097,6110,3
142,336097,6120,3
148,299119,2110,3
148,299119,2120,3
148,299119,2130,2
142,379178,6130,4
142,379178,6110,3
142,379178,6120,3
142,365123,6130,4
142,365123,6110,3
142,365123,6120,3
148,312121,2110,3
148,312121,2120,3
148,312121,2130,2
134,388182,7130,4
134,388182,7110,3
134,388182,7120,3
141,473042,8110,3
141,473042,8130,3
141,473042,8120,4
191,318130,4120,4
191,318130,4110,4
142,341099,6130,4
142,341099,6110,3
142,341099,6120,3
148,327080,2110,3
148,327080,2120,3
148,327080,2130,2
141,435019,8110,3
141,435019,8130,3
141,435019,8120,4
134,398133,7130,4
134,398133,7110,3
134,398133,7120,3
142,368030,6130,4
142,368030,6110,3
142,368030,6120,3
148,354065,2110,3
148,354065,2120,3
148,354065,2130,2
148,340156,2110,3
148,340156,2120,3
148,340156,2130,2
146,296218,1120,4
146,296218,1110,3
146,296218,1130,2
141,448053,8110,3
141,448053,8130,3
141,448053,8120,4
134,411187,7130,4
134,411187,7110,3
134,411187,7120,3
134,434120,7130,4
134,434120,7110,3
134,434120,7120,3
142,383175,6130,4
142,383175,6110,3
142,383175,6120,3
146,293179,1120,4
146,293179,1110,3
146,293179,1130,2
142,353136,6130,4
142,353136,6110,3
142,353136,6120,3
148,316116,2110,3
148,316116,2120,3
148,316116,2130,2
143,352231,5120,3
143,352231,5110,3
143,352231,5130,3
146,302195,1120,4
146,302195,1110,3
146,302195,1130,2
129,505053,9120,3
129,505053,9110,3
129,505053,9130,3
141,477039,8110,3
141,477039,8130,3
141,477039,8120,4
143,410096,5120,3
143,410096,5110,3
143,410096,5130,3
142,329112,6130,4
142,329112,6110,3
142,329112,6120,3
141,439028,8110,3
141,439028,8130,3
141,439028,8120,4
142,386136,6130,4
142,386136,6110,3
142,386136,6120,3
142,372033,6130,4
142,372033,6110,3
142,372033,6120,3
143,409089,5120,3
143,409089,5110,3
143,409089,5130,3
148,358084,2110,3
148,358084,2120,3
148,358084,2130,2
148,328135,2110,3
148,328135,2120,3
148,328135,2130,2
147,300213,3120,4
147,300213,3130,2
147,300213,3110,3
148,352177,2110,3
148,352177,2120,3
148,352177,2130,2
142,376147,6130,4
142,376147,6110,3
142,376147,6120,3
141,452040,8110,3
141,452040,8130,3
141,452040,8120,4
142,385113,6130,4
142,385113,6110,3
142,385113,6120,3
134,408142,7130,4
134,408142,7110,3
134,408142,7120,3
148,348147,2110,3
148,348147,2120,3
148,348147,2130,2
141,465060,8110,3
141,465060,8130,3
141,465060,8120,4
142,384038,6130,4
142,384038,6110,3
142,384038,6120,3
191,334170,4120,4
191,334170,4110,4
142,333125,6130,4
142,333125,6110,3
142,333125,6120,3
147,319190,3120,4
147,319190,3130,2
147,319190,3110,3
141,441036,8110,3
141,441036,8130,3
141,441036,8120,4
147,314200,3120,4
147,314200,3130,2
147,314200,3110,3
142,390159,6130,4
142,390159,6110,3
142,390159,6120,3
143,413086,5120,3
143,413086,5110,3
143,413086,5130,3
142,346107,6130,4
142,346107,6110,3
142,346107,6120,3
148,332138,2110,3
148,332138,2120,3
148,332138,2130,2
134,447171,7130,4
134,447171,7110,3
134,447171,7120,3
143,377214,5120,3
143,377214,5110,3
143,377214,5130,3
143,440091,5120,3
143,440091,5110,3
143,440091,5130,3
143,426082,5120,3
143,426082,5110,3
143,426082,5130,3
142,389110,6130,4
142,389110,6110,3
142,389110,6120,3
142,375149,6130,4
142,375149,6110,3
142,375149,6120,3
134,412129,7130,4
134,412129,7110,3
134,412129,7120,3
148,345162,2110,3
148,345162,2120,3
148,345162,2130,2
141,469065,8110,3
141,469065,8130,3
141,469065,8120,4
142,416051,6130,4
142,416051,6110,3
142,416051,6120,3
147,307139,3120,4
147,307139,3130,2
147,307139,3110,3
134,422200,7130,4
134,422200,7110,3
134,422200,7120,3
141,445041,8110,3
141,445041,8130,3
141,445041,8120,4
148,364063,2110,3
148,364063,2120,3
148,364063,2130,2
148,350126,2110,3
148,350126,2120,3
148,350126,2130,2
143,387240,5120,3
143,387240,5110,3
143,387240,5130,3
142,381171,6130,4
142,381171,6110,3
142,381171,6120,3
142,368137,6130,4
142,368137,6110,3
142,368137,6120,3
143,444086,5120,3
143,444086,5110,3
143,444086,5130,3
142,361153,6130,4
142,361153,6110,3
142,361153,6120,3
134,414173,7130,4
134,414173,7110,3
134,414173,7120,3
142,363142,6130,4
142,363142,6110,3
142,363142,6120,3
142,457086,6130,4
142,457086,6110,3
142,457086,6120,3
142,420046,6130,4
142,420046,6110,3
142,420046,6120,3
142,339086,6130,4
142,339086,6110,3
142,339086,6120,3
147,336204,3120,4
147,336204,3130,2
147,336204,3110,3
148,325087,2110,3
148,325087,2120,3
148,325087,2130,2
191,311132,4120,4
191,311132,4110,4
142,433062,6130,4
142,433062,6110,3
142,433062,6120,3
143,382235,5120,3
143,382235,5110,3
143,382235,5130,3
148,352074,2110,3
148,352074,2120,3
148,352074,2130,2
148,338117,2110,3
148,338117,2120,3
148,338117,2130,2
148,301127,2110,3
148,301127,2120,3
148,301127,2130,2
141,490072,8110,3
141,490072,8130,3
141,490072,8120,4
148,367178,2110,3
148,367178,2120,3
148,367178,2130,2
141,462050,8110,3
141,462050,8130,3
141,462050,8120,4
148,347148,2110,3
148,347148,2120,3
148,347148,2130,2
148,314109,2110,3
148,314109,2120,3
148,314109,2130,2
143,385206,5120,3
143,385206,5110,3
143,385206,5130,3
142,408025,6130,4
142,408025,6110,3
142,408025,6120,3
142,357026,6130,4
142,357026,6110,3
142,357026,6120,3
142,343091,6130,4
142,343091,6110,3
142,343091,6120,3
147,323184,3120,4
147,323184,3130,2
147,323184,3110,3
142,347141,6130,4
142,347141,6110,3
142,347141,6120,3
143,370230,5120,3
143,370230,5110,3
143,370230,5130,3
134,423112,7130,4
134,423112,7110,3
134,423112,7120,3
148,356085,2110,3
148,356085,2120,3
148,356085,2130,2
