soil_id,meteo_id,rot_id
28,"(77, 376)",6110
9,"(77, 373)",6120
5,"(77, 378)",5120
11,"(77, 377)",6120
18,"(79, 376)",1120
15,"(75, 374)",5120
30,"(77, 372)",6130
27,"(77, 373)",2120
53,"(76, 372)",6110
106,"(75, 371)",8110
28,"(76, 374)",5120
27,"(78, 372)",6110
14,"(77, 377)",5130
58,"(77, 374)",6110
11,"(78, 374)",6110
24,"(78, 377)",4120
21,"(77, 374)",2120
23,"(78, 377)",3120
15,"(77, 374)",6120
28,"(77, 377)",2120
7,"(77, 375)",6130
6,"(78, 376)",2110
23,"(77, 378)",5110
20,"(77, 378)",5110
25,"(77, 373)",6130
65,"(75, 373)",8130
11,"(77, 372)",6130
7,"(77, 375)",7130
20,"(78, 377)",2110
15,"(77, 376)",6120
6,"(77, 373)",6110
15,"(76, 373)",5120
107,"(78, 374)",6130
8,"(76, 374)",6130
3,"(77, 375)",6110
116,"(78, 377)",3110
103,"(78, 375)",6110
12,"(78, 377)",3120
51,"(75, 372)",8110
63,"(77, 373)",2110
128,"(76, 372)",8130
58,"(77, 373)",2120
9,"(75, 373)",9130
27,"(77, 374)",2130
20,"(78, 377)",1110
18,"(79, 377)",1130
51,"(78, 375)",2120
20,"(78, 376)",3110
9,"(76, 372)",6110
43,"(75, 373)",8130
19,"(79, 377)",1120
128,"(75, 373)",8110
92,"(78, 375)",2130
3,"(76, 373)",6110
6,"(78, 373)",2110
58,"(78, 377)",2110
21,"(75, 373)",9110
27,"(75, 373)",8120
50,"(78, 376)",4120
92,"(77, 374)",6120
16,"(78, 376)",2120
20,"(77, 378)",4120
19,"(77, 373)",2110
18,"(78, 374)",2130
27,"(76, 373)",8130
53,"(78, 375)",2110
8,"(76, 374)",6120
107,"(78, 374)",6120
22,"(75, 372)",8110
7,"(77, 378)",5110
7,"(78, 376)",6120
9,"(78, 375)",2130
5,"(75, 373)",9110
8,"(77, 373)",2120
6,"(78, 377)",2130
11,"(77, 372)",6120
20,"(78, 378)",5110
23,"(75, 373)",8120
16,"(77, 374)",2110
15,"(79, 376)",1130
9,"(77, 373)",2110
20,"(75, 372)",9130
20,"(78, 377)",5120
10,"(77, 374)",2110
63,"(77, 373)",6120
9,"(78, 375)",6110
5,"(77, 372)",6110
15,"(77, 374)",6130
9,"(77, 374)",2110
64,"(75, 373)",8120
5,"(78, 378)",5110
53,"(78, 375)",6130
5,"(75, 374)",6110
20,"(77, 376)",2110
22,"(78, 376)",6130
7,"(77, 373)",5120
20,"(78, 377)",5110
11,"(77, 376)",2120
8,"(77, 375)",6130
8,"(77, 372)",6110
46,"(78, 374)",6120
15,"(77, 374)",5120
50,"(78, 374)",2130
23,"(75, 372)",8120
51,"(76, 374)",5110
118,"(78, 377)",1110
9,"(76, 373)",8120
5,"(75, 373)",8120
15,"(75, 373)",8120
3,"(76, 373)",8110
28,"(79, 377)",1130
22,"(78, 373)",2130
15,"(77, 372)",6130
20,"(78, 376)",3120
18,"(78, 375)",4120
15,"(77, 376)",5120
15,"(78, 374)",6110
24,"(78, 375)",6130
7,"(77, 373)",5110
28,"(75, 373)",6120
7,"(75, 371)",8130
27,"(75, 372)",9130
15,"(77, 377)",7120
51,"(77, 376)",5130
21,"(76, 374)",7120
21,"(77, 377)",5120
24,"(77, 375)",2110
18,"(78, 373)",6130
7,"(77, 374)",5120
8,"(76, 375)",7120
18,"(78, 377)",4120
106,"(78, 374)",2110
28,"(76, 375)",7130
3,"(78, 376)",2110
20,"(77, 375)",7130
46,"(78, 374)",6130
7,"(78, 378)",5130
8,"(77, 373)",5110
22,"(76, 372)",8120
5,"(76, 376)",7130
19,"(78, 374)",2120
14,"(77, 374)",2130
21,"(77, 373)",6110
58,"(77, 372)",6130
16,"(78, 376)",4120
5,"(75, 371)",8120
16,"(77, 378)",4120
107,"(78, 374)",6110
15,"(76, 374)",7130
23,"(77, 373)",5110
17,"(78, 376)",4120
15,"(78, 376)",4120
7,"(76, 373)",8120
51,"(78, 375)",6120
50,"(75, 372)",9110
9,"(77, 375)",6130
20,"(77, 375)",5130
20,"(78, 374)",6130
21,"(77, 377)",6130
71,"(78, 375)",6120
16,"(76, 373)",5120
9,"(76, 373)",5130
11,"(78, 374)",2120
3,"(77, 378)",5120
28,"(77, 377)",7110
15,"(78, 375)",2120
28,"(78, 373)",2120
15,"(77, 378)",5120
7,"(78, 373)",2120
8,"(77, 373)",5120
58,"(77, 376)",2120
21,"(77, 373)",6120
7,"(78, 374)",6110
7,"(77, 375)",2130
15,"(77, 373)",5110
20,"(75, 374)",6110
7,"(79, 376)",1130
15,"(76, 375)",5120
12,"(78, 373)",2120
65,"(75, 372)",8110
17,"(78, 374)",2110
7,"(78, 374)",2120
53,"(77, 373)",2110
51,"(77, 376)",5110
106,"(78, 375)",4110
10,"(78, 376)",6110
24,"(77, 375)",2130
103,"(78, 374)",2120
21,"(76, 374)",6130
6,"(77, 378)",5130
10,"(78, 375)",2130
6,"(78, 374)",2130
10,"(77, 375)",2120
58,"(77, 375)",6120
7,"(78, 375)",4110
18,"(78, 375)",6110
58,"(77, 374)",2120
32,"(77, 372)",6130
12,"(78, 374)",6120
21,"(77, 376)",5110
28,"(75, 373)",9130
28,"(78, 376)",2130
3,"(78, 375)",2110
8,"(77, 375)",7130
5,"(77, 372)",6120
20,"(77, 377)",4120
9,"(77, 376)",2110
7,"(76, 373)",5130
19,"(78, 375)",2130
7,"(77, 375)",6110
51,"(77, 375)",2120
8,"(77, 372)",6120
7,"(78, 377)",5130
20,"(77, 377)",2130
28,"(77, 374)",5130
20,"(77, 373)",2120
20,"(78, 376)",2110
19,"(79, 376)",1110
50,"(77, 376)",7130
12,"(78, 374)",6130
15,"(77, 377)",7130
8,"(76, 374)",6110
21,"(77, 378)",4120
23,"(76, 376)",7130
20,"(75, 372)",8120
9,"(77, 374)",2130
6,"(77, 373)",2120
28,"(78, 374)",6110
7,"(78, 376)",6110
7,"(76, 372)",6110
25,"(77, 373)",6120
17,"(76, 373)",5110
119,"(78, 375)",2130
19,"(77, 375)",6110
10,"(78, 374)",2130
51,"(77, 374)",6130
18,"(78, 373)",2130
17,"(75, 374)",6110
17,"(76, 373)",6120
21,"(77, 373)",5130
5,"(78, 375)",3120
46,"(78, 374)",6110
21,"(78, 375)",4120
15,"(76, 373)",6120
21,"(75, 372)",9110
50,"(77, 376)",5110
7,"(76, 373)",8130
7,"(75, 372)",8120
20,"(78, 377)",1120
22,"(76, 373)",6120
63,"(77, 373)",2120
103,"(77, 377)",2110
112,"(76, 372)",6130
15,"(78, 377)",5130
3,"(76, 372)",6120
9,"(76, 372)",6130
50,"(78, 374)",2110
14,"(78, 378)",5130
5,"(77, 375)",6120
107,"(79, 376)",1120
58,"(77, 376)",2110
7,"(78, 375)",6120
16,"(78, 375)",3110
20,"(75, 374)",8120
20,"(78, 374)",2120
21,"(76, 371)",8110
15,"(78, 375)",4110
6,"(77, 373)",6120
16,"(76, 371)",8120
28,"(77, 374)",6130
20,"(78, 374)",6120
65,"(76, 372)",8110
92,"(78, 378)",5120
106,"(78, 377)",4120
103,"(78, 375)",6120
18,"(77, 374)",5120
20,"(77, 376)",7120
51,"(78, 375)",6130
23,"(76, 372)",8120
126,"(77, 375)",6120
22,"(77, 375)",6130
7,"(78, 377)",3110
28,"(77, 374)",5120
19,"(78, 375)",2110
28,"(78, 377)",5110
58,"(76, 372)",6130
17,"(78, 376)",2130
21,"(79, 376)",1120
103,"(77, 374)",2120
10,"(79, 376)",1120
3,"(77, 374)",2120
46,"(75, 373)",8130
27,"(75, 371)",8110
50,"(75, 372)",9130
8,"(77, 373)",6130
23,"(78, 376)",3110
7,"(76, 372)",8110
47,"(78, 374)",6110
10,"(78, 376)",4110
27,"(76, 372)",6130
28,"(78, 375)",6120
20,"(78, 375)",2130
19,"(78, 374)",6120
22,"(76, 372)",6110
46,"(77, 378)",4110
20,"(76, 373)",5130
5,"(78, 376)",2110
58,"(77, 374)",6130
10,"(77, 373)",2130
21,"(78, 376)",2120
107,"(79, 376)",1110
46,"(77, 378)",5130
7,"(78, 377)",2110
19,"(77, 373)",2130
15,"(77, 372)",6120
116,"(78, 376)",3120
7,"(77, 374)",5110
21,"(76, 374)",6110
28,"(78, 375)",6110
23,"(78, 377)",1110
20,"(76, 375)",7110
10,"(77, 376)",6130
24,"(78, 377)",1120
16,"(78, 374)",6120
32,"(77, 372)",6110
65,"(77, 377)",5130
47,"(78, 374)",6120
7,"(78, 375)",2120
7,"(77, 376)",5110
